SEASON,MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
DS 2024-2025,March,II,Isabela,Quezon,Samonte,17.30275167,121.5944517,Rice,3/1/2025,140,Jackpot 102,Panicle Initiation,Leaffolder,140,4.2,3,1,2,4.2,0,Advised farmers to spray insecticide to manage the pest and conduct regular monitoring.,,"March 13, 2025",2,2025
DS 2024-2025,March,II,Isabela,Mallig,Casili,17.20564833,121.6001583,Rice,12/26/2024,80,NSIC RC 402,Milking,Stem borer (White head),80,10.4,13,1,2,10.4,0,Advised farmers to spray insecticide to manage stem borers and conduct continuous monitoring,,"March 13, 2025",6,2025
DS 2024-2025,March,II,Quirino,Diffun,Isidro Paredes,16.61158,121.518132,Rice,12/26/2024,67,Hybrid Seeds,Dough,False Smut,67,3.9,5.9,5,-,0,3.9,Advised farmers tospray recommended fungicide to manage the disease and conduct regular monitoring for a possible incidence of other pests and diseases.,,"March 10, 2025",4,2025
DS 2024-2025,March,II,Quirino,Diffun,Isidro Paredes,16.611232,121.525488,Rice,12/24/2024,67,Hybrid Seeds,Dough,Sheath Blight,67,2.78,4.16,3,-,2.78,0,Advised farmers tospray recommended fungicide to manage the disease and conduct regular monitoring for a possible incidence of other pests and diseases.,,"March 10, 2025",3,2025
DS 2024-2025,March,II,Quirino,Diffun,Isidro Paredes,16.610242,121.52874,Rice,1/16/2025,57,Inbred,Booting,Rice Blast,57,1.37,2.42,3,-,1.37,0,Advised farmers to spray fungicide/bactericide to manage the disease.,,"March 10, 2025",2,2025
DS 2024-2025,March,II,Quirino,Diffun,Gulac,16.624523,121.5262,Rice,6/1/2025,78,Hybrid Seeds,Milking,Stem borer,78,3.2,4.2,3,-,3.2,0,Farners sprayed insecticide to manage the pest. Advised farmers to monitor reguylarly.,,"March 10, 2025",4,2025
DS 2024-2025,March,II,Quirino,Saguday,Rizal,16.543308,121.555845,Rice,8/1/2025,85,Hybrid Seeds,Milking,Leaffolder,85,2.8,3.3,3,-,2.8,0,Adviced farmers to conduct continuous monitoring and spray systemic insecticide if needed.,,"March 11, 2025",3,2025
DS 2024-2025,March,ll,Nueva Vizcaya,Solano,Uddiawan,16.5531174,121.1495546,Rice,1/1/2025,250,NSIC RC 222,Dough,BLB,250,4,1.6,3,,0,4,Advised farmer to spray fungicide to manage the disease and conduct continuous monitoring,,"March 10, 2025",5,2025
DS 2024-2025,March,ll,Nueva Vizcaya,Solano,Uddiawan,16.5531235,121.1495625,Rice,1/1/2025,250,NSIC RC 222,Dough,Leaffolder,250,4,1.6,3,,0,4,Advised farmer to spray insecticide to manage the pest and conduct continuous monitoring.,,"March 10, 2025",1,2025
DS 2024-2025,March,ll,Nueva Vizcaya,Solano,Uddiawan,16.5536679,121.1504437,Rice,1/1/2025,250,NSIC RC 222,Dough,RBB,250,3.5,1.4,9,1-Feb,3.5,0,Farmer sprayed insecticide to manage the disease and advised farmer to conduct continuous monitoring.,,"March 10, 2025",1,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Callao,18.2765,121.9822,Rice,12/20/2024,131.44,Hybrid Seeds,Reproductive,BLS,131.44,39.432,30,3,,39.432,0,Farmers already applied chemicals.,Continous monitoring.,"March 6, 2025",46,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Calayan,18.2827,122.0115,Rice,8/12/2024,1.8,Longping 2096,Reproductive,BPH,1.8,0.72,40,9,,0.72,0,Farmers already applied chemicals.,Continous monitoring.,"March 6, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2993,122.0323,Rice,5/1/2025,13.66,Hybrid Seeds,Panicle Initiation,BLS,13.66,4.781,35,9,,4.781,0,Farmers already applied chemicals.,Continous monitoring.,"March 6, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Gattaran,Ganzano,18.0094,121.6566,Rice,11/24/2024,31.32,Hybrid Seeds,Dough,BPH,31.32,7.83,25,3,,7.83,0,Farmers already applied chemicals.,Continous monitoring.,"March 6, 2025",5,2025
DS 2024-2025,March,II,Cagayan,Gattaran,Ganzano,18.0094,121.6566,Rice,12/20/2024,3,Hybrid Seeds,Dough,BPH,3,1.35,45,3,,1.35,0,Farmers already applied chemicals.,Continous monitoring.,"March 6, 2025",2,2025
DS 2024-2025,March,II,Cagayan,Gattaran,Lapogan,17.9979,121.6566,Rice,12/26/2024,1.25,Hybrid Seeds,Dough,BLB,1.25,1.1875,95,9,,1.1875,0,Farmers already applied chemicals.,Continous monitoring.,"March 6, 2025",2,2025
DS 2024-2025,March,II,Cagayan,Gattaran,Lapogan,17.9979,121.6566,Rice,10/12/2024,5,Hybrid Seeds,Dough,BPH,5,3.75,15,3,,3.75,0,Farmers already applied chemicals.,Continous monitoring.,"March 6, 2025",1,2025
DS 2024-2025,March,II,Cagayan,Lasam,Nabannagan West,18.08477,121.5357664,Rice,1/1/2025,289,NSIC RC 112,Flowering,BLS,289,202.3,70,9,,75,127.3,"Some farmers already sprayed bactericide, advised them for close monitoring.",,"March 13, 2025",135,2025
DS 2024-2025,March,II,Cagayan,Lasam,Magsaysay,18.0922064,121.52646,Rice,1/11/2024,42,Jackpot 102,Dough,BLB,42,31.5,75,9,,31.5,0,Farmers sprayed bactericide. Advised close monitoring and reap crop as soon possible.,,"March 13, 2025",21,2025
DS 2024-2025,March,II,Cagayan,Lasam,Tuccalan Passing,18.0993304,121.5194085,Rice,1/11/2024,25,Kimbee,Dough,BLB,25,18.75,75,9,,18.75,0,Farmers sprayed bactericide. Advised close monitoring and reap crop as soon possible.,,"March 13, 2025",19,2025
DS 2024-2025,March,II,Cagayan,Lasam,San Pedro,18.1000625,121.5632342,Rice,1/11/2024,146,Bigante plus,Dough,BPH,146,51.1,35,6,,20,31.1,Advised farmers to drain the field and reap the crop as soon as possible.,,"March 13, 2025",51,2025
DS 2024-2025,March,II,Cagayan,Lasam,Gabun,18.0968558,121.579841,Rice,1/11/2024,85,Bigante plus,Dough,BPH,85,38.25,45,8,,20,18.25,Advised farmers to drain the field and reap the crop as soon as possible.,,"March 13, 2025",38,2025
DS 2024-2025,March,II,Cagayan,Gattaran,Tubungan Este,18.0243917,121.6761783,Rice,5/12/2024,150,SL8H,Early maturity Stage,BPH,150,25.12,16.74,7,-,25.12,0,"Farmers sprayed different insecticides; due to lack of water, it didn't work. Advised farmers to drain water.",,"March 12, 2025",14,2025
DS 2024-2025,March,II,Cagayan,Gattaran,Tubungan Este,18.0243917,121.6761783,Rice,5/12/2024,150,SL-19H,Early maturity Stage,BPH,150,2,1.33,7,-,2,0,"Farmers sprayed different insecticides; due to lack of water, it didn't work. Advised farmers to drain water.",,"March 12, 2025",14,2025
DS 2024-2025,March,II,Cagayan,Gattaran,Tubungan Este,18.0243917,121.6761783,Rice,5/12/2024,150,Longpin,Early maturity Stage,BPH,150,4.2,2.8,7,-,4.2,0,"Farmers sprayed different insecticides; due to lack of water, it didn't work. Advised farmers to drain water.",,"March 12, 2025",14,2025
DS 2024-2025,March,II,Cagayan,Gattaran,Ganzano,18.0207215,121.6488398,Rice,12/15/2024,142,SL8H,Early maturity Stage,BPH,142,1,0.7,3,-,1,0,"Farmers sprayed different insecticides; due to lack of water, it didn't work. Advised farmers to drain water.",,"March 12, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Gattaran,Ganzano,18.0207215,121.6488398,Rice,12/16/2024,142,NSIC RC 18,Early maturity Stage,BPH,142,2,1.4,3,-,2,0,"Farmers sprayed different insecticides; due to lack of water, it didn't work. Advised farmers to drain water.",,"March 12, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,Longpin,Panicle Initiation,BLS,255.83,0.92,0.35,5,-,0,0.35,Advised farmer to spray kocide instead of insecticide to manage the disease.,,"March 12, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,KIMBEE,Panicle Initiation,BLS,255.83,2.75,1.07,5,-,0,1.07,Advised farmer to spray kocide instead of insecticide to manage the disease.,,"March 12, 2025",6,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,Jackpot 102,Panicle Initiation,BLS,255.83,6.43,2.51,5,-,0,2.51,Advised farmer to spray kocide instead of insecticide to manage the disease.,,"March 12, 2025",15,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,NK 5017,Panicle Initiation,BLS,255.83,0.65,0.25,5,-,0,0.25,Advised farmer to spray kocide instead of insecticide to manage the disease.,,"March 12, 2025",1,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,NSIC RC 436,Panicle Initiation,BLS,255.83,2.81,1.09,5,-,0,1.09,Advised farmer to spray kocide instead of insecticide to manage the disease.,,"March 12, 2025",4,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,Longpin,Panicle Initiation,Rodents,255.83,0.92,0.35,5,-,0,0.35,Advised farmers to use recommended rodenticide along eith the baits to manage the incidence of rodents.,,"March 12, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,KIMBEE,Panicle Initiation,Rodents,255.83,2.75,1.07,5,-,0,1.07,Advised farmers to use recommended rodenticide along eith the baits to manage the incidence of rodents.,,"March 12, 2025",6,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,Jackpot 102,Panicle Initiation,Rodents,255.83,6.43,2.51,5,-,0,2.51,Advised farmers to use recommended rodenticide along eith the baits to manage the incidence of rodents.,,"March 12, 2025",15,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,NK 5017,Panicle Initiation,Rodents,255.83,0.65,0.25,5,-,0,0.25,Advised farmer to use recommended rodenticide along eith the baits to manage the incidence of rodents.,,"March 12, 2025",1,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Tapel,18.2982376,122.0311166,Rice,1/4/2025,255.83,NSIC RC 436,Panicle Initiation,Rodents,255.83,2.81,1.09,5,-,0,1.09,Advised farmers to use recommended rodenticide along eith the baits to manage the incidence of rodents.,,"March 12, 2025",4,2025
DS 2024-2025,March,II,Isabela,City of Ilagan ,Pilar,17.09563899,121.8351692,Rice,12/27/2024,31,C-18,Flowering,Stem borer,31,1.39,4.5,3,1,1.39,0,Advised farmers to monitor the area at early stage then and apply BCA/ Insecticide.,,"March 18, 2025",6,2025
DS 2024-2025,March,II,Isabela,City of Ilagan ,Arusip,17.10867445,121.8458872,Rice,12/12/2024,14,NSIC RC 222,Dough,Stem borer,14,0.54,3.9,3,1,0.54,0,Advised farmers to monitor the area regularly at early stage/tillering stage to prevent the damage of stem borer.,,"March 18, 2025",3,2025
DS 2024-2025,March,II,Quirino,Cabarroguis,Tucod,16.397948,121.457008,Rice,1/22/2025,18,Hybrid Seeds,Panicle Initiation,BPH,18,1,5.73,3,3,1,0,DA-RCPC provided Solomon(250ml) for the management of BPH.,,"March 14, 2025",2,2025
DS 2024-2025,March,II,Isabela,San Manuel,Mararigue,17.000531,121.618944,Rice,10/12/2024,50,NSIC RC 112,Milking,Stem borer,50,2.5,5,3,-,2.5,0,Advised farmers to spray recommended insecticide for management control of stem borer and conduct continuous monitoring.,,"March 17, 2025",10,2025
DS 2024-2025,March,II,Isabela,Burgos,Rang Ayan,17.056494,121.78385,Rice,12/28/2024,50,NSIC RC 222,Milking,Stem borer,50,5,10,3,-,5,0,Advised farmers to spray recommended insecticide for management control of stem borer and conduct continuous monitoring.,,"March 19, 2025",12,2025
DS 2024-2025,March,II,Isabela,Burgos,San Miguel,17.061708,121.7613,Rice,12/20/2024,40,NSIC RC 222,Soft dough,Stem borer,40,2,5,3,-,2,0,Advised farmers to spray recommended insecticide for management control of stem borer and conduct continuous monitoring.,,"March 19, 2025",10,2025
DS 2024-2025,March,II,Isabela,Ramon,Villa Marcos,16.760765,121.571753,Rice,6/1/2025,25,Hybrid Seeds,Milking,Stem borer,25,1.4,5.6,3,,1.4,0,"Farmers sprayed before validation, advised them to conduct a regular monitoring.",,"March 07, 2025",10,2025
DS 2024-2025,March,II,Isabela,Ramon,San Antonio,16.755595,121.526975,Rice,6/1/2025,50,Hybrid Seeds,Milking,BLB,50,5.5,11.87,3,,5.5,0,DA-RCPC distributed BM20. Farmers sprayed fungicide before validation. Advised to concuct a regular monitoring and spray fungicide if needed .,,"March 07, 2025",20,2025
DS 2024-2025,March,II,Isabela,Ramon,San Antonio,16.755573,121.526997,Rice,6/1/2025,50,Hybrid Seeds,Milking,BPH,50,20,40,3,,20,0,DA-RCPC distributed CHIX for the management of the pest. Advised farmers to monitor the area regularly.,,"March 07, 2025",10,2025
DS 2024-2025,March,II,Isabela,Ramon,San Antonio,16.761513,121.514548,Rice,12/23/2025,50,Hybrid Seeds,Dough,Sheath blight,50,6.25,12.5,3,,6.25,0,Farmers sprayed fungicide before validation. Advised farmers to conduct continuous monitoring and practice AWD irrigation system.,,"March 07, 2025",20,2025
DS 2024-2025,March,II,Isabela,Ramon,San Antonio,16.761513,121.514548,Rice,12/23/2025,50,Hybrid Seeds,Dough,False smut,50,3.4,6.8,3,,3.4,0,Farmers sprayed fungicide before validation. Advised farmers to conduct continuous monitoring and practice AWD irrigation system.,,"March 07, 2025",20,2025
DS 2024-2025,March,II,Isabela,Santiago City,Nabbuan,16.671732,121.56709,Rice,5/1/2025,50,Hybrid Seeds,Flowering,Leaffolder,50,1,2.08,3,,1,0,Advised farmers to spray insecticide for the management of pests and conduct continuous monitoring; practice AWD irrigation system.,,"March 10, 2025",20,2025
DS 2024-2025,March,II,Isabela,Santiago City,Baluarte,16.6709266,121.554323,Rice,12/27/2024,50,Inbred,Dough,Stem borer,50,3.75,7.5,3,,3.75,0,Farmers sprayed insecticide to manage the pest. Advised farmers to conduct continuous monitoring.,,"March 10, 2025",20,2025
DS 2024-2025,March,II,Isabela,Cabatuan,Macalaoat,16.954642,121.649912,Rice,2/26/2025,10,NSIC RC 222,Tillering,Whorl Maggot,10,0.96,9.6,3,,0.96,0,Reminded AEW to advise farmers to conduct continuous monitoring and practice AWD irrigation system.,,"March 11, 2025",10,2025
DS 2024-2025,March,II,Quirino,Cabarroguis,Gundaway,16.512448,121.513097,Rice,1/21/2025,72,Hybrid Seeds,Milking,Sheath blight,72,2.43,3.38,3,,2.43,0,Advised farmers to spray fungicide/bactericide for the management.,,"March 18, 2025",3,2025
DS 2024-2025,March,II,Quirino,Aglipay,Dagupan,16.511358,121.600782,Rice,12/28/2024,43,Hybrid Seeds,Dough,Leaffolder,43,1.17,2.73,3,,1.17,0,Farmers sprayed insecticide to manage the pest. Advised farmers to regularly monitor the area for early detection and early management.,,"March 19, 2025",2,2025
DS 2024-2025,March,II,Quirino,Aglipay,Dagupan,16.510152,121.600378,Rice,1/30/2025,28,Hybrid Seeds,Flowering,Stem borer,28,1.44,5.17,3,,1.44,0,Farmers sprayed insecticide to manage the pest. Advised farmers to regularly monitor the area for early detection and early management.,,"March 19, 2025",2,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Isca,18.2281862,121.9794099,Rice,1/3/2025,137.5,Hybrid Seeds,Early maturity Stage,Stem borer,137.5,39.4,28.76,5,-,39.4,0,Advised farmers to eradicate adult stem borer using recommended insecticide to prevent them from laying eggs that cause losses.,,"March 16, 2025",54,2025
DS 2024-2025,March,II,Isabela,Mallig,Maligaya,17.18655833,121.6063517,Rice,12/23/2024,80,NSIC RC 222,Milking,Stem borer (White head),80,15.6,19..58,3,1,15.6,0,Advised farmers sprayed recommended insecticide to manage the incidence of stem borers and conduct continuous monitoring.,,"March 18, 2025",8,2025
DS 2024-2025,March,II,Isabela,Mallig,San Jose Sur,17.18575167,121.603755,Rice,12/28/2024,50,NK 5017,Milking,Stem borer (White head),50,5.6,11,1,1,5.6,0,Advised farmers sprayed recommended insecticide to manage the incidence of stem borers and conduct continuous monitoring.,,"March 18, 2025",10,2025
DS 2024-2025,March,II,Isabela,Roxas,Munoz,17.15996833,121.59595,Rice,12/27/2024,50,NK 5017,Milking,Stem borer (White head),50,10.7,21.4,1,1,10.7,0,Advised farmers sprayed recommended insecticide to manage the incidence of stem borers and conduct continuous monitoring.,,"March 18, 2025",10,2025
DS 2024-2025,March,II,Cagayan,Iguig,Sta. Rosa,17.7689,121.7206,Rice,11/19/2024,60.5,Hybrid Seeds,Milking,Rice Blast,6.05,6.05,10,3,,6.05,0,Advised farmers to apply recomended fungicide to manage the disease.,,"March 7, 2025",5,2025
DS 2024-2025,March,II,Cagayan,Iguig,Minanga Norte,17.7651,121.7256,Rice,11/19/2024,87,Hybrid Seeds,Milking,Rice Blast,8.7,8.7,10,3,,8.7,0,Advised farmers to apply recomended fungicide to manage the disease.,,"March 7, 2025",7,2025
DS 2024-2025,March,II,Cagayan,Iguig,San Esteban,17.7676,121.7383,Rice,10/11/2024,117,SL8H,Flowering,Rice Blast,11.7,11.7,10,3,,11.7,0,Advised farmers to apply recomended fungicide to manage the disease.,,"March 7, 2025",14,2025
DS 2024-2025,March,II,Cagayan,Iguig,Sta. Barbara,17.7643,121.7517,Rice,11/19/2024,112.5,Hybrid Seeds,Milking,Rice Blast,11.25,11.25,10,3,,11.25,0,Advised farmers to apply recomended fungicide to manage the disease.,,"March 7, 2025",9,2025
DS 2024-2025,March,II,Cagayan,Iguig,Ajat,17.7502,121.7369,Rice,11/19/2024,25,SL8H,Milking,Rice Blast,2.5,2.5,10,3,,2.5,0,Advised farmers to apply recomended fungicide to manage the disease.,,"March 7, 2025",2,2025
DS 2024-2025,March,II,Cagayan,Iguig,Minanga Sur,17.7589,121.736,Rice,11/19/2024,133,Hybrid Seeds,Milking,Rice Blast,13.3,13.3,10,3,,13.3,0,Advised farmers to apply recomended fungicide to manage the disease.,,"March 7, 2025",11,2025
DS 2024-2025,March,II,Cagayan,Iguig,San Lorenzo,17.7785,121.7597,Rice,11/19/2024,24,US 88,Milking,Rice Blast,2.4,2.4,10,3,,2.4,0,Advised farmers to apply recomended fungicide to manage the disease.,,"March 7, 2025",2,2025
DS 2024-2025,March,II,Cagayan,Iguig,Baculud,17.7871,121.7296,Rice,11/19/2024,65,US 88,Milking,Rice Blast,6.5,6.5,10,3,,6.5,0,Advised farmers to apply recomended fungicide to manage the disease.,,"March 7, 2025",7,2025
DS 2024-2025,March,ll,Nueva Vizcaya,Bayombong,Magapuy,16.45747,121.1208233,Rice,2/13 /2025,50,NSIC RC 222,Tillering,Whorl Maggot,50,2.5,5,3,,0,2.5,Advised farmer to spray insecticide to manage the pest and conduct continuous monitoring.,,"March 9, 2025",1,2025
DS 2024-2025,March,ll,Nueva Vizcaya,Dupax Del Sur,Carolotan,16.2464842,121.127362,Rice,5/1/2025,40,Hybrid Seeds,Flowering,Sheath blight,40,3,7.5,3,,0,3,Advised farmer to spray fungicide to manage the disease and conduct continuous monitoring,,"March 21, 2025",1,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Callao,18.2693235,121.9879718,Rice,12/25/2024,217.52,kimbee,Dough,BPH,217.52,1.15,0.5,5,-,0,1.15,Advised farmers to water the area before spraying insecticide to manage the pest and conduct regular monitoring.,,"March 25, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Flourishing,18.2564953,122.009633,Rice,7/12/2024,66.97,Longpin,Early maturity Stage,BPH,66.97,2.1345,3,3,-,0,3,Advised farmers to water the area before spraying insecticide to manage the pest and conduct regular monitoring.,,"March 25, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Flourishing,18.2564953,122.009633,Rice,6/12/2024,66.97,SL8H,Early maturity Stage,BPH,66.97,2.2624,3,3,-,0,1,Advised farmer to water the area before spraying insecticide to manage the pest and conduct regular monitoring.,,"March 25, 2025",1,2025
DS 2024-2025,March,II,Cagayan,Gonzaga,Flourishing,18.2564953,122.009633,Rice,7/12/2024,66.97,Jackpot 102,Early maturity Stage,BPH,66.97,1.159,1.7,3,-,0,1,Advised farmer to water the area before spraying insecticide to manage the pest and conduct regular monitoring.,,"March 25, 2025",1,2025
DS 2024-2025,March,II,Cagayan,Sta. Ana,Casagan,18.47594833,122.1802533,Rice,12/23/2024,242.8,US 88,Dough,BPH,121.4,1.5,1.23,1,-,0,1.5,Advised farmers to water the area before spraying insecticide to manage the pest and conduct regular monitoring.,,"March 26, 2025",2,2025
DS 2024-2025,March,II,Isabela,Naguilian,Minallo,16.9905,121.8525,Rice,2/1/2025,35,Sl 20,Soft dough,False smut,35,1.75,5,3,-,1.75,0,Advise farmers to conduct continuous monitoring.,,"March 26, 2025",8,2025
DS 2024-2025,March,II,Isabela,Cauayan  City,San luis,16.948612,121.820426,Rice,12/30/2024,30,SL-19H,Milking,Stem borer,30,1.5,5,3,-,0,1.5,Advised farmers to spray recommended insecticide for the management of stem borer and conduct continuous monitoring.,,"March 25, 2025",10,2025
DS 2024-2025,March,II,Isabela,San Manuel,Sandiat east,17.060056,121.626312,Rice,12/29/2024,75,NSIC RC 222,Soft dough,False smut,75,3.75,5,3,-,3.75,0,Advise farmers to conduct continuous monitoring.,,"March 27, 2025",15,2025
DS 2024-2025,March,II,Isabela,Quirino,Camaal,17.13988167,121.6679383,Rice,3/2/2025,30,SL8H,Tillering,BLS,30,2.4,8,1,,2.4,0,Advised farmers to spray bactericide to manage the disease and conduct regular monitoring.,,"March 26, 2025",2,2025
DS 2024-2025,March,II,Isabela,Mallig,San Jose Norte,17.20287,121.592695,Rice,12/23/2024,50,NK 5017,Milking,Stem borer,50,1.5,3,1,1,1.5,0,Advised farmers to spray recommended insecticide for stem borers at early detection of stemborer adult.,,"March 26, 2025",1,2025
DS 2024-2025,March,II,Quirino,Cabarroguis,Villamor,16.502065,121.512222,Rice,1/17/2025,32,NSIC RC 222,Milking,Sheath blight,32,1.09,3.42,3,-,1.09,0,"Farmers sprayed Fungicide/bactericide, advised farmers to conduct continuous monitoring.",,"March 26, 2025",2,2025
DS 2024-2025,March,II,Quirino,Cabarroguis,Villamor,16.502055,121.512232,Rice,1/17/2025,32,NSIC RC 222,Milking,Stem borer,32,1.95,6.12,5,-,1.95,0,"Farmers sprayed insecticide, advised to monitor their area regularly and spray systemic insecticide if needed.",,"March 26, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Lallo,Catugan,18.1747,121.6258,Rice,8/12/2024,225.37,Hybrid Seeds,Dough,BLS,116.31,116.31,35,3,,116.31,0,Farmers already applied Bactericide,Continous monitoring,"March 21, 2025",77,2025
DS 2024-2025,March,II,Cagayan,Lallo,Catugan,18.1747,121.6258,Rice,8/12/2024,225.37,Hybrid Seeds,Reproductive,BLS,6.49,6.49,35,3,,6.49,0,Farmers already applied Bactericide,Continous monitoring,"March 21, 2025",12,2025
DS 2024-2025,March,II,Cagayan,Lallo,Catugan,18.1747,121.6258,Rice,11/11/2024,225.37,Hybrid Seeds,Reproductive,BLB,100.41,100.41,35,3,,100.41,0,Farmers already applied Bactericide,Continous monitoring,"March 21, 2025",56,2025
DS 2024-2025,March,II,Cagayan,Lallo,Catugan,18.1747,121.6258,Rice,11/112024,225.37,Hybrid Seeds,Dough,BPH,2.25,2.25,10,3,,2.25,0,Farmers already applied Insecticides,Continous monitoring,"March 21, 2025",3,2025
DS 2024-2025,March,II,Cagayan,Lallo,Cagoran,18.1979,121.6915,Rice,11/12/2024,63,Hybrid Seeds,Dough,Rice Blast,52,20.35,30,3,,20.35,0,Farmers already applied Fungicide,Continous monitoring,"March 25, 2025",48,2025
DS 2024-2025,March,II,Cagayan,Lallo,Alaguia,18.1474,121.6353,Rice,1/15/2025,-,Longpin,Reproductive,Stem borer,24.8,20.35,30,3,,20.35,0,Farmers already applied Insecticides,Continous monitoring,"March 25, 2025",18,2025
DS 2024-2025,March,II,Cagayan,Lallo,Alaguia,18.1474,121.6353,Rice,3/1/2025,-,Longpin,Dough,BPH,24.8,2.3,30,3,,2.3,0,Farmers already applied Insecticides,Continous monitoring,"March 25, 2025",4,2025
DS 2024-2025,March,II,Cagayan,Lallo,San Juan,18.2391,121.7241,Rice,8/1/2024,-,Hybrid Seeds,Reproductive,BLB,32.5,16.9,50,3,,16.9,0,Farmers already applied Bactericides,Continous monitoring,"March 25, 2025",15,2025
DS 2024-2025,March,II,Cagayan,Lallo,San Juan,18.2391,121.7241,Rice,,-,Hybrid Seeds,Dough,BLB,32.5,15.6,50,3,,15.6,0,Farmers already applied Bactericides,Continous monitoring,"March 25, 2025",19,2025
DS 2024-2025,March,II,Cagayan,Lallo,Rosario,18.2075,121.7472,Rice,,-,Hybrid Seeds,Dough,BLB,10.4,10.4,30,3,,10.4,0,Farmers already applied Bactericides,Continous monitoring,"March 25, 2025",16,2025
DS 2024-2025,March,II,Cagayan,Ballesteros,San Juan,18.2816143,121.5004168,Rice,1/25/2025,373.59,Jackpot 102,Flowering,BPH,373.59,3,1,5,,0,3,Advised farmer to irrigate the field and spray recommended insecticide early in the morning or late in the afternoon to manage the pest. Close monitoring.,,"March 26, 2025",2,2025
DS 2024-2025,March,II,Cagayan,Ballesteros,San Juan,18.278028,121.500122,Rice,12/24/2024,373.59,SL8H,Dough,BPH,373.59,15,4,6,,0,15,Advised farmer to reap the crop as soon as possible.,,"March 26, 2025",10,2025
DS 2024-2025,March,II,Cagayan,Baggao,Nangalinan,17.9209,121.8819,Rice,3/12/2024,,Hybrid Seeds,Dough,BPH,6.8,6.8,30,3,,6.8,0,Farmers already applied Insecticides,Continous monitoring,"March 31, 2025",15,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Bambang,Barat,16.3636378,121.0472101,Rice,1/17/2025,70,Hybrid Seeds,Flowering,BLB,70,3,4.3,3,-,0,3,Advised farmer to spray fungicide to manage the disease and conduct continuous monitoring,,"April 02, 2025",2,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Bambang,Barat,16.3695117,121.04901,Rice,3/1/2025,61,Hybrid Seeds,Dough,False smut,70,3.5,5,3,-,3.5,0,"Farmer already sprayed fungicide to manage the disease, advised to conduct continuous monitoring.",,"April 02, 2025",3,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Quezon,Nalubbunan,16.512,121.2496,Rice,8/1/2025,70,Hybrid Seeds,Dough,Stem borer,95,1.5,1.6,3,-,1.5,0,"Farmer already sprayed insecticide to manage the pest, advised to conduct continuous monitoring.",,"April 02, 2025",2,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Quezon,Nalubbunan,16.512,121.2496,Rice,8/1/2025,95,Hybrid Seeds,Dough,False smut,95,1.5,1.6,3,-,1.5,0,"Farmer already sprayed fungicide to manage the disease, advised to conduct continuous monitoring.",,"April 02, 2025",4,2025
DS 2024-2025,April,II,Quirino,Maddela,Poblacion Norte,16.345743,121.68469,Rice,3/1/2025,95,Hybrid Seeds,Dough,False smut,5,0.27,5.42,3,-,0.27,0,Advised farmer to spray fungicide to manage the disease and conduct continuous monitoring for possible icidence of pests and diseases.,,"April 02, 2025",1,2025
