SEASON,"Series 
Code",MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
WS 2023,,May,II,Isabela,Tumauini,Minanga,17.2692087,121.83067,Corn,15-Apr-23,0.5,NK 6410,Whorl Stage,FAW,0.5,0.5,20,,,_,_,Advice farmer to spray insecticide for management of FAW,,16-May-23,1,2023
WS 2023,,May,II,Isabela,City of Ilagan,Aggassian,17.1079705,121.93802,Corn,18-May-23,0.8,NK 6410,Whorl Stage,FAW,0.8,0.8,3,,,0.8,_,Advice farmer to monitor their farm after spraying and apply BCA's after five days.,Continuous monitoring,19-May-23,1,2023
WS 2021,,July,II,Isabela,Angadanan,Bonofacio,16.7832,121.884,Corn,"June 23 -24, 2021",25,NK 6410 / NK 8840,Whorl Stage,FAW,25,25,5,,,25,0,,,14-Jul-22,15,2021
WS 2021,,July,II,Isabela,Sta. Maria,Calamagui East,17.4775,121.774,Corn,21-Jun-21,158,Nk 6410 /Dekalb /Cornworld /Healer,Whorl Stage,FAW,158,100,12,,,100,0,Advised Farmer to spray insecticide,Continuous Monitoring,2-Jul-21,125,2021
WS 2023,,May,II,Isabela,Naguilian,Minallo,17.002837,121.84114,Corn,5-May-23,30,"Nk 6410, 8840, Dekalb 8282, P3585",Whorl Stage,FAW,30,12,5,,,_,30,Advice famers to spray insecticide and follow up BCA'S,Continuous monitoring,24-May-23,4,2023
DS 2019-2020,,MARCH,II,Isabela,City of Ilagan,Marana 2nd,17.142,121.9152,Corn,,130,"NK 6410, CW",Whorl Stage,FAW,130,11,32,,,11,0,,,,,2020
WS 2023,,May,II,Isabela,Aurora,Saranay,16.977747,121.66464,Corn,"April 30, 2023/May 5, 2023",80,"NK 6410, Dekalb 8282, Pioneer",Whorl Stage,FAW,80,80,50,,,70,10,Advise farmer to spray insecticide to control the FAW infestation,Continuous monitoring,22-May-23,71,2023
DS 2021-2022,,January,II,Isabela,Roxas,San Pedro,17.1727,121.612,Corn,#######,95,"NK 6410, NK 8840",Whorl Stage,FAW,95,3.2,30,,,3.2,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,11-Jan-22,3,2022
DS 2019-2020,,MARCH,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,,150,"NK 6410, NK 8840, Cornworld",Whorl Stage,FAW,150,3,46,,,3,0,,,,,2020
WS 2023,,May,II,Isabela,Aurora,Macatal,16.96662,121.603618,Corn,23-Apr,15,"Nk 6410, Pioneer",Seedling Stage,FAW,15,15,30,,,7,8,Sprayed insecticide,Advised Farmers to follow application of BCA's,2-May-23,12,2023
WS 2020,,June,II,Cagayan,Solana,Malakabibi,17.7592,121.7067,Corn,"May 14-16, 202",50,"NK 6410, Pioneer 4097",Whorl Stage,FAW,50,5,18,,,5,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,29-Jun-20,,2020
WS 2020,,May,II,Isabela,City of Ilagan,Aggassian,17.108,121.9308,Corn,"May 5, 2020/May 18, 2020",7,"NK 6410, Pioneer 4097, Cornworld, Healer 101, NK 8840",Whorl Stage,FAW,7,7,20,,,7,0,Advised farmers to apply insecticide /reported to RCPC for BCA treatment,Under Observation,#######,,2020
WS 2020,,June,II,Cagayan,Solana,Dassun,17.7397781,121.6915433,Corn,20-May-20,709,"NK 6410, Pioneer 4097, Glut",Whorl Stage,FAW,709,10,20,,,10,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,29-Jun-20,,2020
WS 2023,,May,II,Isabela,City of Ilagan,Tangcul,17.1505284,121.91075,Corn,11-May-23,45,"NK 6410,8840, DK 8282s 9118s",Whorl Stage,FAW,45,45,5,,,35,10,Advice farmers to spray insecticide for management of FAW,Continuous monitoring,23-May-23,35,2023
WS 2023,,May,II,Isabela,City of Ilagan,Marana,17.1492453,121.90119,Corn,5/11/2023,70,"NK 6410,8840, DK 8282s 9118s",Whorl Stage,FAW,70,70,5,,,45,25,Advice farmers to spray insecticide for management of FAW. BCA's will fallow.,Continuous monitoring,23-May-23,65,2023
WS 2021,,July,II,Isabela,Sta. Maria,San Antonio,17.4732,121.759,Corn,21-Jun-21,168,NK 6410/ 8840/ Dekalb 6999/ Cornworld/ Evogene/ Healer,Whorl Stage,FAW,168,80,8,,,80,0,Advised Farmer to spray insecticide,Continuous Monitoring,2-Jul-21,97,2021
DS 2019-2020,,February,II,Isabela,City of Ilagan,Tangcul,17.1645,121.9145,Corn,,100,NK 6410/ NK 8840/Asian Hybrid/ Dekalb 6919/Cornworld,Whorl Stage,FAW,100,2,8,,,2,0,,,,,2020
DS 2019-2020,,February,II,Isabela,City of Ilagan,Tangcul,17.1645,121.9145,Corn,,100,NK 6410/ NK 8840/Asian Hybrid/ Dekalb 6919/Cornworld,Whorl Stage,FAW,100,6,36,,,6,0,,,,,2020
DS 2019-2020,,February,II,Isabela,City of Ilagan,Tangcul,17.1645,121.9145,Corn,,100,NK 6410/ NK 8840/Asian Hybrid/ Dekalb 6919/Cornworld,Whorl Stage,FAW,100,2,12,,,2,0,,,,,2020
DS 2020-2021,,March,II,Cagayan,Abulug,Sta Rosa,18.3773,121.435,Corn,Feb-21,203,Nk 6410/ P-4097,Whorl Stage,FAW,203,35,30,,,35,0,DA RFO2 NCES provided Insecticide and BCA (Metarizhium were given to affected Farmers but some have already bought their own insecticide),Advised Farmers to spray insecticide when there are extent of damage.,5-Mar-21,25,2021
WS 2020,,June,II,Quirino,Cabarroguis,Dibibi,16.4248,121.525,Corn,"April 10 - May 26, 2020",26,NK 6410/Dekalb,Whorl Stage,FAW,26,26,28,,,26,0,Farmers applied insecticide,Continuous monitoring,15-Jun-20,,2020
WS 2020,,July,II,Isabela,San Mateo,Bagong Sikat,16.9335,121.5731,Corn,"May 18-30, 2020",50,NK 6410/Dekalb,Whorl Stage,FAW,50,10,40,,,10,0,Sprayed with Virtako,Continuous Monitoring,13-Jun-20,,2020
DS 2019-2020,,February,II,Isabela,City of Ilagan,Baculod,17.1512979,121.90499,Corn,,150,NK 6410/Dekalb 6919,Whorl Stage,FAW,150,8,8,,,8,0,,,,,2020
WS 2020,,June,II,Isabela,City of Ilagan,Cabisera 22,17.091,121.981,Corn,#######,50,NK 6410/dekalb 6919/Healer/Pioneer,Whorl Stage,FAW,50,50,40,,,50,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Recovered,#######,,2020
WS 2020,,June,II,Isabela,Reina Mercedes,Turod,17.0002,121.7874,Corn,"May 29-June 01, 2020",10,NK 6410/Evogene,Whorl Stage,FAW,10,10,10,,,10,0,Farmers sprayed prevathon and Solomon,Continuous monitoring,29-Jun-20,,2020
WS 2020,,June,II,Isabela,Aurora,Bagnos,16.99874,121.69969,Corn,24-May-20,3,NK 6410/NK 8840,Whorl Stage,FAW,3,3,20,,,3,0,Farmers applied insecticide,Continuous monitoring,#######,,2020
WS 2020,,June,II,Isabela,Angadanan,Bonifacio,16.7864,121.896,Corn,"May 18-27, 2020",72,NK 6410/NK 8840/Bioseeds,Whorl Stage,FAW,72,72,20,,,72,0,Farmers applied Prevathon & Marshall,Continuous monitoring,#######,,2020
DS 2019-2020,,February,II,Isabela,San Pablo,Calamagui,17.4367,121.785,Corn,,122,NK 6410/NK 8840/Evogene/Dekalb 6919/Cornworld/ Asian,Whorl Stage,FAW,122,32,28,,,32,0,,,,,2020
DS 2019-2020,,February,II,Isabela,San Pablo,Calamagui,17.4367,121.785,Corn,,122,NK 6410/NK 8840/Evogene/Dekalb 6919/Cornworld/ Asian,Whorl Stage,FAW,122,60,36,,,60,0,,,,,2020
DS 2019-2020,,February,II,Isabela,San Pablo,Calamagui,17.4367,121.785,Corn,,122,NK 6410/NK 8840/Evogene/Dekalb 6919/Cornworld/ Asian,Whorl Stage,FAW,122,30,32,,,30,0,,,,,2020
DS 2019-2020,,February,II,Quirino,Maddela,Jose Ancheta,16.2957,121.571,Corn,,174,Nk 6410/P3774YHR,Whorl Stage,FAW,174,11,30,,,11,0,,,,,2020
DS 2019-2020,,February,II,Quirino,Maddela,Jose Ancheta,16.2957,121.571,Corn,,,Nk 6410/P3774YHR,Whorl Stage,FAW,,5,40,,,5,0,,,,,2020
WS 2020,,July,II,Isabela,Roxas,Nuesa,17.1325,121.617,Corn,"June 20-25, 2020",80,NK 6410/P4097,Whorl Stage,FAW,80,5,15,,,5,0,Applied with Match/Solomon,Continuous monitoring,"July 27,2020",,2020
DS 2019-2020,,MARCH,II,Cagayan,Piat,Macapil,17.7691,121.4608,Corn,,-,NK 6410/Pioneer,Whorl Stage,FAW,-,7,14,,,7,0,,,,,2020
WS 2020,,June,II,Isabela,Roxas,Lucban,16.111,121.675,Corn,#######,15,NK 6410/Pioneer 4097,Whorl Stage,FAW,15,15,10,,,15,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Recovered,#######,,2020
WS 2020,,June,II,Isabela,Angadanan,Bonifacio,16.7864,121.896,Corn,16-May-20,5.5,NK 6410/Pioneer 4097,Whorl Stage,FAW,5.5,5.5,10,,,5.5,0,Farmers sprayed insectice and advised them to spray again insecticide if necessary,Continuous monitoring,15-Jun-20,,2020
WS 2020,,June,II,Isabela,Angadanan,Duroc,16.80246,121.79854,Corn,"May 14-16, 2020",37,NK 6410/Pioneer 4097/Bioseed/Pag-asa,Whorl Stage,FAW,37,37,16,,,37,0,Farmers sprayed insectice and advised them to spray again insecticide if necessary,Continuous monitoring,15-Jun-20,,2020
WS 2020,,June,II,Isabela,Angadanan,Duroc,16.80246,121.79854,Corn,"May 20-27, 2020",19.9,NK 6410/Pioneer 4097/Bioseeds/Davao Seeds/Pag-asa,Whorl Stage,FAW,19.9,19.9,20,,,19.9,0,Farmers applied Prevathon and Steward,Continuous monitoring,#######,,2020
WS 2020,,June,II,Isabela,San Mateo,San Roque,16.9071,121.5836,Corn,#######,70,NK 6410/PIONEER 4097/DK,Whorl Stage,FAW,70,15,24,,,15,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,#######,,2020
WS 2020,,July,II,Isabela,San Agustin,Salay,16.4342,121.789,Corn,"May 24-July 3, 2020",148.75,NK 6410/Pioneer 4097/Evogene 1401,Reproductive Stage,FAW,148.75,3.6,10,,,3.6,0,Applied with Carbofuran,Continuous monitoring,"July 27,2020",,2020
WS 2020,,July,II,Isabela,San Pablo,San Jose,17.4702,121.7942,Corn,"May 20-June 03, 2020",150,NK 6410/Pioneer4097/Evogene,Whorl Stage,FAW,150,5,12,,,5,0,Farmers applied Prevathon and Carbofuran,Continuous monitoring,20-Jul-20,,2020
WS 2020,,June,II,Quirino,Diffun,Isidro Paredes,16.6113,121.518,Corn,"May 10-20,2020",62,Nk 6640/Pioneer,Whorl Stage,FAW,62,35,33,,,35,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,#######,,2020
WS 2020,,June,II,Quirino,Diffun,Doña Imelda,16.5127,121.4771,Corn,"May 13-24, 2020",193.5,NK 6640/Pioneer,Whorl Stage,FAW,193.5,26,31,,,26,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,29-Jun-20,,2020
DS 2019-2020,,February,II,Isabela,Sto. Tomas,Calanigan Sur,17.3648,121.7416,Corn,,55,NK 884/6410/CW/Evogene/Healer/Pioneer 4097,Whorl Stage,FAW,55,55,38,,,55,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Sto. Tomas,Calanigan Norte,17.3654,121.745,Corn,,70,NK 884/6410/CW/Evogene/Healer/Pioneer 4097,Whorl Stage,FAW,70,70,28,,,70,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Sto. Tomas,Antagan,17.3501,121.7416,Corn,,40,NK 884/6410/CW/Evogene/Healer/Pioneer 4097,Whorl Stage,FAW,40,40,18,,,40,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Sto. Tomas,Bagabag,17.3673,121.749,Corn,,22,NK 884/6410/CW/Evogene/Healer/Pioneer 4097,Whorl Stage,FAW,22,22,22,,,22,0,,,,,2020
DS 2019-2020,,November,II,Nueva Vizcaya,Bayombong,Busilac,16.4713,121.1147,Corn,,1,NK 8840,Whorl Stage,FAW,1,1,4,,,1,0,,,,,2019
DS 2019-2020,,November,II,Cagayan,Sto. Niño,Lubo,17.8319,121.5395,Corn,,2,NK 8840,Whorl Stage,FAW,2,2,10,,,2,0,,,,,2019
DS 2019-2020,,November,II,Cagayan,Sto. Niño,Lubo,17.8319,121.5395,Corn,,1,NK 8840,Whorl Stage,FAW,1,1,6,,,1,0,,,,,2019
DS 2019-2020,,November,II,Cagayan,Sto. Niño,Lubo,17.8319,121.5395,Corn,,0.7,NK 8840,Whorl Stage,FAW,0.7,0.7,14,,,0.7,0,,,,,2019
DS 2019-2020,,November,II,Cagayan,Sto. Niño,Lubo,17.8319,121.5395,Corn,,1,NK 8840,Whorl Stage,FAW,1,1,30,,,1,0,,,,,2019
DS 2019-2020,,November,II,Cagayan,Sto. Niño,Lubo,17.8319,121.5395,Corn,,1,NK 8840,Whorl Stage,FAW,1,1,10,,,1,0,,,,,2019
DS 2019-2020,,November,II,Cagayan,Sto. Niño,Lubo,17.8319,121.5395,Corn,,1.5,NK 8840,Whorl Stage,FAW,1.5,1.5,16,,,1.5,0,,,,,2019
DS 2019-2020,,January,II,Isabela,City of Ilagan,Minabang,17.1838,121.9435,Corn,,0.5,NK 8840,Whorl Stage,FAW,0.5,0.5,4,,,0.5,0,,,,,2020
DS 2019-2020,,January,II,Isabela,Luna,San Isidro,17.0082,121.725,Corn,,10,NK 8840,Whorl Stage,FAW,10,4,34,,,4,0,,,,,2020
DS 2019-2020,,January,II,Isabela,Luna,Sto. Domingo,17.01305,121.7309,Corn,,10.5,NK 8840,Whorl Stage,FAW,10.5,4,38,,,4,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Sta. Maria,Mozzozzin,17.4584,121.7496,Corn,,49,NK 8840,Whorl Stage,FAW,49,6.6,14,,,6.6,0,,,,,2020
DS 2019-2020,,February,II,Cagayan,Baggao,Temblique,17.9169,121.7705,Corn,,120,NK 8840,Whorl Stage,FAW,120,70,12,,,70,0,,,,,2020
DS 2019-2020,,February,II,Cagayan,Gonzaga,Cabiraoan,18.2478,122.1652,Corn,,50,NK 8840,Whorl Stage,FAW,50,20,30,,,20,0,,,,,2020
DS 2019-2020,,February,II,Quirino,Aglipay,San Ramon,16.445035,121.6681,Corn,,225,NK 8840,Whorl Stage,FAW,225,8,30,,,8,0,,,,,2020
DS 2019-2020,,MARCH,II,Isabela,Luna,Macugay,17.003816,121.702191,Corn,,65,NK 8840,Whorl Stage,FAW,65,3.5,22,,,3.5,0,,,,,2020
WS 2021,,July,II,Quirino,Aglipay,Pinaripad Norte,16.4774,121.608,Corn,5-Jun-21,23.5,NK 8840,Whorl Stage,FAW,23.5,5,10,,,5,0,Validated and recommended farmers to spray insecticide,Farmenrs spray insecticide to control FAW,2-Jul-21,2,2021
WS 2021,,July,II,Quirino,Maddela,Santo Ni?o,16.299,121.693,Corn,25-Jun-21,258,NK 8840,Whorl Stage,FAW,258,5,10,,,5,0,Validated and recommended farmers to spray insecticide,Farmenrs spray insecticide to control FAW,16-Jul-21,2,2021
DS 2021-2022,,January,II,Quirino,Cabarroguis,Dibibi,16.4248,121.525,Corn,29-Dec-21,49,NK 8840,Whorl Stage,FAW,49,2,8,,,2,0,Advised farmers to spray recommended insecticide,Continuous monitoring,#######,2,2022
WS 2021,,July,II,Isabela,Angadanan,Mangandingay,16.7694,121.86,Corn,"June 23 -24, 2021",1,NK 8840 P3774,Whorl Stage,FAW,1,1,10,,,1,0,,,14-Jul-21,1,2021
DS 2019-2020,,MARCH,II,Isabela,Cauayan City,Guayabal,16.9234,121.8099,Corn,,75,"NK 8840, NK 6410",Whorl Stage,FAW,75,8,28,,,8,0,,,,,2020
WS 2023,,May,II,Isabela,City of Ilagan,Baculod,17.1512979,121.90499,Corn,5-May-23,90,"Nk 8840,6410 Dekalb 8131s,8899s,",Whorl Stage,FAW,90,90,10,,,_,_,Advice farmer to spray insecticide for management of FAW,,17-May-23,85,2023
DS 2019-2020,,February,II,Isabela,Tumauini,Lapogan,17.2054,121.8354,Corn,,40,NK 8840/ Dekalb 6919,Whorl Stage,FAW,40,7.75,8,,,7.75,0,,,,,2020
DS 2019-2020,,February,II,Isabela,City of Ilagan,Baculod,17.1512979,121.90499,Corn,,150,NK 8840/CW,Whorl Stage,FAW,150,3,26,,,3,0,,,,,2020
DS 2019-2020,,February,II,Isabela,City of Ilagan,Marana 3rd,17.1404,121.92,Corn,,14,NK 8840/CW/Dekalb 6919/NK 6410,Whorl Stage,FAW,14,3,10,,,3,0,,,,,2020
DS 2019-2020,,February,II,Isabela,City of Ilagan,Marana 3rd,17.1404,121.92,Corn,,14,NK 8840/CW/Dekalb 6919/NK 6411,Whorl Stage,FAW,14,9,30,,,9,0,,,,,2020
DS 2019-2020,,February,II,Isabela,City of Ilagan,Marana 3rd,17.1404,121.92,Corn,,14,NK 8840/CW/Dekalb 6919/NK 6412,Whorl Stage,FAW,14,3,20,,,3,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Tumauini,Fermeldy,17.353,121.79,Corn,,59.5,NK 8840/Evogene/Asian/Cornworld,Whorl Stage,FAW,59.5,12.75,36,,,12.75,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Tumauini,Fermeldy,17.353,121.79,Corn,,59.5,NK 8840/Evogene/Asian/Cornworld,Whorl Stage,FAW,59.5,36.75,42,,,36.75,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Tumauini,Fermeldy,17.353,121.79,Corn,,59.5,NK 8840/Evogene/Asian/Cornworld,Whorl Stage,FAW,59.5,10,32,,,10,0,,,,,2020
WS 2020,,July,II,Isabela,San Pablo,Auitan,17.4703,121.7887,Corn,"May 23-30, 2020",88,NK 8840/Evogene/NK 6410,Whorl Stage,FAW,88,10,10,,,10,0,Farmers applied prevaton and yeoval,Continuous monitoring,20-Jul-20,,2020
DS 2019-2020,,February,II,Quirino,Nagtipunan,Sangbay,16.255475,121.655453,Corn,,95,NK 8840/NK 6410,Whorl Stage,FAW,95,10,40,,,10,0,,,,,2020
DS 2019-2020,,February,II,Quirino,Nagtipunan,Sangbay,16.255475,121.655453,Corn,,95,NK 8840/NK 6410,Whorl Stage,FAW,95,7,30,,,7,0,,,,,2020
WS 2020,,June,II,Cagayan,Piat,Maguiling,17.7682,121.494,Corn,28-May-20,25,NK 8840/NK 6410,Whorl Stage,FAW,25,6,14,,,6,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,#######,,2020
WS 2020,,June,II,Isabela,Cabagan,Cubag,17.4201,121.7887,Corn,11-May-20,6,NK 8840/NK 6410,Whorl Stage,FAW,6,6,14,,,6,0,DA-RCPC provided insecticide (marshall),Continuous monitoring,#######,,2020
DS 2019-2020,,February,II,Isabela,Cabagan,Magassi,17.3634,121.8194,Corn,,151.9,NK 8840/NK 6410/ Pioneer/ Asian/ Evogene/ Dekalb 6919,Whorl Stage,FAW,151.9,37.4,48,,,37.4,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Cabagan,Magassi,17.3634,121.8194,Corn,,151.9,NK 8840/NK 6410/ Pioneer/ Asian/ Evogene/ Dekalb 6920,Whorl Stage,FAW,151.9,76.75,30,,,76.75,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Cabagan,Magassi,17.3634,121.8194,Corn,,151.9,NK 8840/NK 6410/ Pioneer/ Asian/ Evogene/ Dekalb 6921,Whorl Stage,FAW,151.9,37.75,36,,,37.75,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Sto. Tomas,Calinaoan Malasin,17.347,121.7439,Corn,,39,NK 8840/NK 6410/Cornworld/Pioneer 4097/Evogene/Dekalb 6919,Whorl Stage,FAW,39,39,36,,,39,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Sto. Tomas,Calinaoan Norte,17.3453,121.7491,Corn,,52,NK 8840/NK 6410/Cornworld/Pioneer 4097/Evogene/Dekalb 6919,Whorl Stage,FAW,52,52,26,,,52,0,,,,,2020
DS 2019-2020,,February,II,Isabela,Sto. Tomas,Balelleng,17.3706,121.749,Corn,,30,NK 8840/NK 6410/Cornworld/Pioneer 4097/Evogene/Dekalb 6919,Whorl Stage,FAW,30,30,30,,,30,0,,,,,2020
WS 2020,,June,II,Isabela,Sto. Tomas,Cañogan Norte,17.4053,121.786,Corn,18-May-20,88,NK 8840/NK 6410/PIONEER/EVOGENE,Whorl Stage,FAW,88,5,8,,,5,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,29-Jun-20,,2020
DS 2019-2020,,February,II,Quirino,Maddela,Dumabato Sur,16.3367,121.6579,Corn,,,NK 8840/P3774YHR/Healer,Whorl Stage,FAW,,27,26,,,27,0,,,,,2020
DS 2019-2020,,February,II,Quirino,Maddela,Ysmael,16.2694,121.7184,Corn,,341,NK 8840/P3774YHR/NK 6410,Whorl Stage,FAW,341,13,18,,,13,0,,,,,2020
DS 2019-2020,,February,II,Quirino,Maddela,Ysmael,16.2694,121.7184,Corn,,341,NK 8840/P3774YHR/NK 6411,Whorl Stage,FAW,341,12,20,,,12,0,,,,,2020
DS 2019-2020,,February,II,Quirino,Maddela,Ysmael,16.2694,121.7184,Corn,,341,NK 8840/P3774YHR/NK 6412,Whorl Stage,FAW,341,20,50,,,20,0,,,,,2020
WS 2021,,August,II,Nueva Vizcaya,Solano,Bangar,16.5131,121.223,Corn,28-Jul-21,6,NK Cornworld,Whorl Stage,FAW,6,4,10,,,4,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW,13-Aug-21,3,2021
DS 2020-2021,,October,II,Nueva Vizcaya,Bagabag,Nangalisan,16.6365,121.197,Corn,"October 29,2020",10,Nk-6410,Whorl Stage,FAW,10,10,3,,,10,0,Advised farmer to spray if necessary. DA-Nves will distribute BCA.,Continuous monitoring,#######,,2020
DS 2021-2022,,January,II,Isabela,Roxas,Villa Concepcion,17.158,121.6383,Corn,#######,88.5,"NK, Cornworld",Whorl Stage,FAW,88.5,10.5,30,,,10.5,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,11-Jan-22,10,2022
WS 2022,,June,II,Cagayan,Sto. Niño,Dungao,17.9565,121.615,Corn,May-22,50,"NK, Cornworld, Pioneer3530, Bioseed",Whorl Stage,FAW,50,20,20,,,20,0,Validated and provided 20 bottles of Match insecticide for initial management (@250ml per bottle),Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,24-Jun-22,19,2022
WS 2023,,May,II,Isabela,Aurora,Sili,16.981098,121.64062,Corn,"April 30, 2023/May 5, 2023",70,"NK, Dekalb 68282, Pioneer",Whorl Stage,FAW,70,70,60,,,50,20,Advise farmer to spray insecticide to control the insect population,Continuous monitoring,22-May-23,66,2023
DS 2021-2022,,January,II,Isabela,Tumauini,Cumabao,17.309,121.89,Corn,November - December 2021,407.6,"NK, DK",Whorl Stage,FAW,407.6,70,20,,,70,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,10-Jan-22,60,2022
DS 2021-2022,,January,II,Isabela,Tumauini,Camasi,17.3379,121.8869,Corn,November - December 2021,583.9,"NK, DK",Whorl Stage,FAW,583.9,105,20,,,105,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,10-Jan-22,50,2022
DS 2021-2022,,January,II,Isabela,Tumauini,Balug,17.2535,121.8385,Corn,November - December 2021,13.2,"NK, DK, Cornworld",Whorl Stage,FAW,13.2,5,20,,,5,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,10-Jan-22,10,2022
DS 2021-2022,,January,II,Isabela,Tumauini,Caligayan,17.2703,121.9582,Corn,November - December 2021,454.2,"NK, DK, Cornworld",Whorl Stage,FAW,454.2,90,20,,,90,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,10-Jan-22,50,2022
DS 2021-2022,,January,II,Isabela,Tumauini,Lapogan,17.2054,121.8354,Corn,November - December 2021,142.2,"NK, DK, Cornworld",Whorl Stage,FAW,142.2,15,20,,,15,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,10-Jan-22,10,2022
DS 2021-2022,,January,II,Isabela,Tumauini,Liwanag,17.2319,121.8618,Corn,November - December 2021,220,"NK, DK, Cornworld",Whorl Stage,FAW,220,44,20,,,44,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,10-Jan-22,30,2022
DS 2021-2022,,January,II,Isabela,Tumauini,Minanga,17.2692087,121.83067,Corn,November - December 2021,112,"NK, DK, Cornworld",Whorl Stage,FAW,112,25,20,,,25,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,10-Jan-22,20,2022
DS 2021-2022,,January,II,Isabela,Tumauini,Sto. Niño,17.2355,121.8415,Corn,November - December 2021,35.5,"NK, DK, Cornworld",Whorl Stage,FAW,35.5,15,30,,,15,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,10-Jan-22,10,2022
DS 2021-2022,,January,II,Isabela,Tumauini,Sisim Alto,17.2654,121.834,Corn,November - December 2021,90.4,"NK, DK, Cornworld",Whorl Stage,FAW,90.4,20,30,,,20,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,10-Jan-22,15,2022
DS 2021-2022,,February,II,Isabela,City of Ilagan,Malalam,17.1189,121.9029,Corn,8-Jan-22,20,"NK, Pioneer",Whorl Stage,FAW,20,10,20,,,10,0,Validated and DA-RF02 RCPC distributed insecticide (15 bottles Match@250ml/bottle),Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,15-Feb-22,6,2022
WS 2022,,September,II,Isabela,Roxas,San Pedro,17.1727,121.612,Corn,10-Aug-22,15,"NK, Pioneer",Whorl Stage,FAW,15,5,5,,,5,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,30-Sep-22,2,2022
WS 2022,,October,II,Isabela,Sto. Tomas,Ca?ogan Sur,17.3904,121.792,Corn,Sep-22,3,"NK, Pioneer",Whorl Stage,FAW,3,3,10,,,3,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,7-Oct-22,2,2022
DS 2022-2023,,December,II,Isabela,Tumauini,Fermeldy,17.353,121.79,Corn,25-Nov-22,317.6,"NK, Pioneer",Whorl Stage,FAW,317.6,95.3,30,,,95.3,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,5-Dec-22,60,2022
DS 2022-2023,,December,II,Isabela,Tumauini,Lapogan,17.2054,121.8354,Corn,Oct-22,286.2,"NK, Pioneer",Whorl Stage,FAW,286.2,85.9,30,,,85.9,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,5-Dec-22,60,2022
