province,district,municipality,abemis_total_projects,abemis_total_cost,abemis_total_quantity,abemis_avg_cost_per_project,abemis_latest_year,abemis_dominant_project_type,abemis_dominant_project_group,abemis_banner_programs,abemis_project_types,abemis_fmr_projects,abemis_fmr_cost,abemis_irrigation_projects,abemis_irrigation_cost,abemis_postharvest_projects,abemis_postharvest_cost,abemis_protected_cultivation_projects,abemis_protected_cultivation_cost,abemis_food_garden_projects,abemis_food_garden_cost,abemis_livestock_projects,abemis_livestock_cost,abemis_other_projects,abemis_other_cost,abemis_check_dam_count,abemis_chicken_housing_count,abemis_coffee_processing_center_count,abemis_cold_storage_count,abemis_diversion_dam_count,abemis_farm_to_market_road_count,abemis_fertilizer_processing_center_count,abemis_grain_silo_count,abemis_greenhouse_count,abemis_gulayan_sa_barangay_count,abemis_mobile_solar_power_irrigation_unit_count,abemis_multi_commodity_drying_shed_count,abemis_multi_crop_drying_pavement_mcdp_count,abemis_multi_purpose_drying_pavement_count,abemis_mushroom_fruiting_house_count,abemis_nursery_establishment_count,abemis_packinghouse_count,abemis_palay_shed_count,abemis_rabbit_housing_count,abemis_rainshelter_count,abemis_rice_processing_center_count,abemis_school_garden_count,abemis_small_water_impounding_project_count,abemis_solar_powered_fertigation_system_8_count,abemis_solar_powered_irrigation_system_count,abemis_spring_development_count,abemis_swine_housing_count,abemis_vermi_composting_facilities_count,abemis_village_type_corn_postharvest_processing_center_vtcppc_count,abemis_warehouse_count
Isabela,2nd District,Gamu,16,49405840.60,13.68,3087865.04,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Urban and Peri-Urban Agriculture Program | Rice Program,Chicken Housing | Farm-to-Market Road | Greenhouse | Mushroom Fruiting House | Nursery Establishment | School Garden | Warehouse,8,39397977.61,0,0.00,1,8766337.35,3,1051541.63,3,30000.00,1,159984.01,0,0.00,0,1,0,0,0,8,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1
Isabela,1st District,Ilagan City (Capital),31,233668294.22,485.32,7537686.91,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Diversion Dam | Farm-to-Market Road | Greenhouse | Mobile Solar Power Irrigation Unit | Multi-Purpose Drying Pavement | Palay Shed | Small Water Impounding Project | Solar-Powered Irrigation System | Village Type Corn Postharvest Processing Center (VTCPPC),16,132634834.48,9,31472330.56,5,69017693.18,1,543436.00,0,0.00,0,0.00,0,0.00,0,0,0,0,1,16,0,0,1,0,2,0,0,3,0,0,0,1,0,0,0,0,2,0,4,0,0,0,1,0
Isabela,4th District,Jones,32,237996125.31,32.08,7437378.92,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Diversion Dam | Farm-to-Market Road | Multi-Purpose Drying Pavement | School Garden | Small Water Impounding Project,16,180092504.06,11,57382451.14,1,481170.11,0,0.00,4,40000.00,0,0.00,0,0.00,0,0,0,0,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0
Isabela,5th District,Luna,10,20045012.86,10.31,2004501.29,2023,Gulayan sa Barangay,Food Gardens,Farm to Market Road Development Program | High Value Crop Development Program | National Urban and Peri-Urban Agriculture Program | Rice Program,Farm-to-Market Road | Greenhouse | Gulayan sa Barangay | Nursery Establishment | School Garden | Solar-Powered Irrigation System,1,11834874.56,1,5700193.00,0,0.00,2,1999945.30,6,510000.00,0,0.00,0,0.00,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Isabela,1st District,Maconacon,3,10425078.14,2.42,3475026.05,2022,Diversion Dam,Irrigation and Water Systems,Farm to Market Road Development Program | Rice Program,Diversion Dam | Farm-to-Market Road,1,4975000.00,2,5450078.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabela,5th District,Mallig,28,229382072.86,25.44,8192216.89,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Farm-to-Market Road | Palay Shed | Rainshelter | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,13,113860202.12,11,114975006.52,1,408930.89,1,117933.33,2,20000.00,0,0.00,0,0.00,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,10,0,1,0,0,0,0,0
Isabela,2nd District,Naguilian,28,170460618.11,21.93,6087879.22,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Farm-to-Market Road | Gulayan sa Barangay | Rice Processing Center | School Garden | Small Water Impounding Project,16,103866906.03,4,18661665.48,1,47502046.60,0,0.00,7,430000.00,0,0.00,0,0.00,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0
Isabela,2nd District,Palanan,3,4745227.49,2.54,1581742.50,2022,School Garden,Food Gardens,Farm to Market Road Development Program | High Value Crop Development Program,Farm-to-Market Road | School Garden,1,4725227.49,0,0.00,0,0.00,0,0.00,2,20000.00,0,0.00,0,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Isabela,5th District,Quezon,32,212291905.75,26.38,6634122.05,2025,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | National Urban and Peri-Urban Agriculture Program | Rice Program,Chicken Housing | Farm-to-Market Road | Greenhouse | Multi-Purpose Drying Pavement | Mushroom Fruiting House | Nursery Establishment | Rice Processing Center | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,13,82710865.54,10,126269623.21,2,481170.11,3,2621577.95,3,30000.00,1,178668.94,0,0.00,0,1,0,0,0,13,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,9,0,1,0,0,0,0,0
Isabela,5th District,Quirino,15,54822997.23,11.09,3654866.48,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Farm-to-Market Road | Multi-Purpose Drying Pavement | Palay Shed | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,8,39256272.93,2,14646623.30,2,890101.00,0,0.00,3,30000.00,0,0.00,0,0.00,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0
Isabela,3rd District,Ramon,12,76982739.25,10.58,6415228.27,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Farm-to-Market Road | Multi-Purpose Drying Pavement | Palay Shed | Rice Processing Center | School Garden,7,76040154.22,0,0.00,3,922585.03,0,0.00,2,20000.00,0,0.00,0,0.00,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
Isabela,2nd District,Reina Mercedes,10,23962320.59,10.00,2396232.06,2022,Gulayan sa Barangay,Food Gardens,Farm to Market Road Development Program | High Value Crop Development Program,Farm-to-Market Road | Gulayan sa Barangay | School Garden,2,23432320.59,0,0.00,0,0.00,0,0.00,8,530000.00,0,0.00,0,0.00,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Isabela,5th District,Roxas,22,65855390.15,16.41,2993426.82,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Farm-to-Market Road | Greenhouse | School Garden | Small Water Impounding Project | Solar-Powered Fertigation System (8) | Solar-Powered Irrigation System | Vermi-Composting Facilities,12,55434509.27,5,8970114.92,0,0.00,3,1430765.96,2,20000.00,0,0.00,0,0.00,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,0
Isabela,4th District,San Agustin,17,59768362.43,11.53,3515786.03,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Farm-to-Market Road | Mobile Solar Power Irrigation Unit | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,9,38242775.94,4,21485586.49,0,0.00,0,0.00,4,40000.00,0,0.00,0,0.00,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0
Isabela,6th District,San Guillermo,13,84445419.91,12.88,6495801.53,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program,Farm-to-Market Road | School Garden,10,84415419.91,0,0.00,0,0.00,0,0.00,3,30000.00,0,0.00,0,0.00,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Isabela,6th District,San Isidro,11,34787796.24,9.94,3162526.93,2022,Gulayan sa Barangay,Food Gardens,Farm to Market Road Development Program | High Value Crop Development Program,Farm-to-Market Road | Gulayan sa Barangay | School Garden,4,34267796.24,0,0.00,0,0.00,0,0.00,7,520000.00,0,0.00,0,0.00,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Isabela,5th District,San Manuel,13,70604951.27,7.62,5431150.10,2023,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Farm-to-Market Road | Greenhouse | Rice Processing Center | School Garden | Small Water Impounding Project,7,35388204.70,1,34601925.76,1,0.00,1,584820.81,3,30000.00,0,0.00,0,0.00,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0
Isabela,2nd District,San Mariano,35,408616006.49,36.10,11674743.04,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program,Farm-to-Market Road | Multi-Purpose Drying Pavement | School Garden | Solar-Powered Irrigation System | Spring Development | Warehouse,23,210937860.24,5,10431823.54,2,187196322.71,0,0.00,5,50000.00,0,0.00,0,0.00,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,1
Isabela,3rd District,San Mateo,13,30494834.48,10.33,2345756.50,2022,School Garden,Food Gardens,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Farm-to-Market Road | School Garden | Vermi-Composting Facilities | Warehouse,5,23179917.47,0,0.00,1,6981626.44,1,273290.57,6,60000.00,0,0.00,0,0.00,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1
Isabela,1st District,San Pablo,9,42061351.40,9.53,4673483.49,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Farm-to-Market Road | Mobile Solar Power Irrigation Unit | School Garden | Small Water Impounding Project,5,32167818.65,2,9873532.75,0,0.00,0,0.00,2,20000.00,0,0.00,0,0.00,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Isabela,1st District,Santa Maria,19,170867831.07,20.33,8993043.74,2023,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Farm-to-Market Road | Fertilizer Processing Center | Greenhouse | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,11,110947121.75,4,56351819.30,1,2120529.08,1,1428360.94,2,20000.00,0,0.00,0,0.00,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
Isabela,1st District,Santo Tomas,7,53305979.99,7.77,7615140.00,2022,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Farm-to-Market Road | School Garden | Small Water Impounding Project,3,31609916.16,2,21676063.83,0,0.00,0,0.00,2,20000.00,0,0.00,0,0.00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Isabela,1st District,Tumauini,42,10308020251.39,45.50,245429053.60,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | National Urban and Peri-Urban Agriculture Program | Rice Program,Farm-to-Market Road | Greenhouse | Multi Crop Drying Pavement (MCDP) | Mushroom Fruiting House | Rabbit Housing | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,27,10238719325.99,5,65569429.21,1,621283.72,2,1018066.00,6,60000.00,1,2032146.47,0,0.00,0,0,0,0,0,27,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,6,4,0,1,0,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Alfonso Castaneda,12,15022823.34,19.47,1251901.95,2025,Greenhouse,Protected Cultivation and Nurseries,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Farm-to-Market Road | Greenhouse | Nursery Establishment | Packinghouse | Rainshelter | School Garden | Small Water Impounding Project,1,1856250.00,1,12075173.37,1,0.00,6,1061399.97,3,30000.00,0,0.00,0,0.00,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,1,0,0,1,0,3,1,0,0,0,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Ambaguio,10,11657379.46,5.39,1165737.95,2022,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program,Farm-to-Market Road | School Garden,6,11617379.46,0,0.00,0,0.00,0,0.00,4,40000.00,0,0.00,0,0.00,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Aritao,33,111535343.09,32.13,3379858.88,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | National Urban and Peri-Urban Agriculture Program | Rice Program,Cold Storage | Diversion Dam | Farm-to-Market Road | Greenhouse | Gulayan sa Barangay | Mushroom Fruiting House | Palay Shed | Rabbit Housing | Rainshelter | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,12,46185721.94,5,23804182.86,3,39665874.52,3,1393548.77,9,360000.00,1,126015.00,0,0.00,0,0,0,2,1,12,0,0,1,3,0,0,0,0,1,0,0,1,1,1,0,6,3,0,1,0,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Bagabag,29,48499751.65,23.90,1672405.23,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | National Urban and Peri-Urban Agriculture Program | Rice Program,Chicken Housing | Diversion Dam | Farm-to-Market Road | Gulayan sa Barangay | Mobile Solar Power Irrigation Unit | Mushroom Fruiting House | Nursery Establishment | Palay Shed | School Garden | Solar-Powered Irrigation System | Vermi-Composting Facilities,12,34959454.58,3,11649051.97,1,459819.44,3,912543.86,9,360000.00,1,158881.80,0,0.00,0,1,0,0,1,12,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,6,0,0,1,0,0,1,0,0
Nueva Vizcaya,Nueva Vizcaya,Bambang,48,256475213.24,37.83,5343233.61,2025,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Urban and Peri-Urban Agriculture Program | Rice Program,Chicken Housing | Farm-to-Market Road | Greenhouse | Gulayan sa Barangay | Mushroom Fruiting House | Palay Shed | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,31,216752021.07,6,38821777.22,1,441414.95,2,0.00,7,160000.00,1,300000.00,0,0.00,0,1,0,0,0,31,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,6,5,0,1,0,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Bayombong (Capital),29,66693483.37,30.42,2299775.29,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | National Urban and Peri-Urban Agriculture Program,Chicken Housing | Farm-to-Market Road | Greenhouse | Multi-Purpose Drying Pavement | Mushroom Fruiting House | Rainshelter | School Garden | Spring Development | Vermi-Composting Facilities,12,58359054.23,1,547883.00,1,501627.78,7,5000557.81,7,70000.00,1,2214360.55,0,0.00,0,1,0,0,0,12,0,0,4,0,0,0,0,1,1,0,0,0,0,1,0,7,0,0,0,1,0,1,0,0
Nueva Vizcaya,Nueva Vizcaya,Diadi,17,78603277.50,12.51,4623722.21,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Farm-to-Market Road | School Garden | Small Water Impounding Project,10,47588193.17,3,30975084.33,0,0.00,0,0.00,4,40000.00,0,0.00,0,0.00,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,39,161700388.48,32.82,4146163.81,2024,Farm-to-Market Road,Irrigation and Water Systems,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Diversion Dam | Farm-to-Market Road | Greenhouse | School Garden | Small Water Impounding Project | Spring Development,15,84528762.31,17,76813540.67,0,0.00,1,298085.50,6,60000.00,0,0.00,0,0.00,0,0,0,0,13,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,21,85106714.73,28.99,4052700.70,2025,Farm-to-Market Road,Irrigation and Water Systems,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Cold Storage | Diversion Dam | Farm-to-Market Road | Greenhouse | Rainshelter | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System | Spring Development,7,32648036.62,8,11088181.05,1,39949617.60,2,1390879.46,3,30000.00,0,0.00,0,0.00,0,0,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,5,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Kasibu,41,108649439.04,26.92,2649986.32,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Diversion Dam | Farm-to-Market Road | Greenhouse | Multi-Commodity Drying Shed | School Garden | Solar-Powered Fertigation System (8) | Solar-Powered Irrigation System | Spring Development,26,97273434.96,7,10868557.26,1,0.00,1,447446.82,6,60000.00,0,0.00,0,0.00,0,0,0,0,4,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Kayapa,45,101387491.99,70.47,2253055.38,2025,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program,Farm-to-Market Road | Fertilizer Processing Center | Greenhouse | Gulayan sa Barangay | Rainshelter | School Garden | Spring Development,18,87876024.34,6,4073659.54,1,2088112.51,13,7189695.60,7,160000.00,0,0.00,0,0.00,0,0,0,0,0,18,1,0,3,1,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,6,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Quezon,15,213178655.18,12.42,14211910.35,2023,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Diversion Dam | Farm-to-Market Road | Multi-Purpose Drying Pavement | School Garden | Spring Development,5,23314942.55,5,12090065.88,1,177733646.75,0,0.00,4,40000.00,0,0.00,0,0.00,0,0,0,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Santa Fe,10,8062686.72,26.55,806268.67,2025,Spring Development,Irrigation and Water Systems,Farm to Market Road Development Program | High Value Crop Development Program,Farm-to-Market Road | Rainshelter | School Garden | Spring Development,2,3938600.00,3,2207153.40,0,0.00,2,1886933.32,3,30000.00,0,0.00,0,0.00,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Solano,22,36616954.64,15.05,1664407.03,2022,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Diversion Dam | Farm-to-Market Road | Gulayan sa Barangay | Rice Processing Center | School Garden,10,29471037.07,4,6985917.57,1,0.00,0,0.00,7,160000.00,0,0.00,0,0.00,0,0,0,0,4,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Nueva Vizcaya,Nueva Vizcaya,Villaverde,15,39641057.21,11.71,2642737.15,2022,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Farm-to-Market Road | Gulayan sa Barangay | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,6,22306000.00,4,17105057.21,0,0.00,0,0.00,5,230000.00,0,0.00,0,0.00,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0
Quirino,Quirino,Aglipay,32,93238215.20,24.33,2913694.22,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Urban and Peri-Urban Agriculture Program | Rice Program,Chicken Housing | Farm-to-Market Road | Gulayan sa Barangay | Mushroom Fruiting House | Nursery Establishment | School Garden | Small Water Impounding Project,21,87011862.16,1,5214788.28,0,0.00,2,690972.51,7,160000.00,1,160592.25,0,0.00,0,1,0,0,0,21,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0
Quirino,Quirino,Cabarroguis (Capital),32,148003967.78,26.81,4625123.99,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Coffee Processing Center | Farm-to-Market Road | Gulayan sa Barangay | Multi Crop Drying Pavement (MCDP) | School Garden | Small Water Impounding Project | Solar-Powered Irrigation System,22,140908558.56,3,4300310.05,3,2665099.17,0,0.00,4,130000.00,0,0.00,0,0.00,0,0,2,0,0,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0
Quirino,Quirino,Diffun,41,121238759.07,32.92,2957042.90,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program,Coffee Processing Center | Farm-to-Market Road | Greenhouse | Gulayan sa Barangay | Multi Crop Drying Pavement (MCDP) | Multi-Purpose Drying Pavement | Mushroom Fruiting House | School Garden | Solar-Powered Irrigation System | Vermi-Composting Facilities,25,113459814.84,2,1282045.57,4,5468614.39,3,868284.27,7,160000.00,0,0.00,0,0.00,0,0,1,0,0,25,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0
Quirino,Quirino,Maddela,49,357509604.35,39.96,7296114.37,2024,Farm-to-Market Road,Farm-to-Market Roads,Corn Program | Farm to Market Road Development Program | High Value Crop Development Program | National Organic Agriculture Program | Rice Program,Farm-to-Market Road | Greenhouse | Gulayan sa Barangay | Mobile Solar Power Irrigation Unit | Multi-Purpose Drying Pavement | Palay Shed | School Garden | Small Water Impounding Project | Vermi-Composting Facilities,28,128595299.28,8,49175149.44,2,178188526.01,4,1390629.62,7,160000.00,0,0.00,0,0.00,0,0,0,0,0,28,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,6,7,0,0,0,0,2,0,0
Quirino,Quirino,Nagtipunan,22,31671258.08,19.23,1439602.64,2023,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | National Urban and Peri-Urban Agriculture Program | Rice Program,Diversion Dam | Farm-to-Market Road | Greenhouse | Gulayan sa Barangay | Mushroom Fruiting House | Rabbit Housing | School Garden | Solar-Powered Irrigation System | Spring Development,8,22789034.96,4,7282463.16,0,0.00,2,1261680.29,7,160000.00,1,178079.67,0,0.00,0,0,0,0,1,8,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,1,2,0,0,0,0
Quirino,Quirino,Saguday,11,34411702.86,6.73,3128336.62,2024,Farm-to-Market Road,Farm-to-Market Roads,Farm to Market Road Development Program | High Value Crop Development Program | Rice Program,Farm-to-Market Road | School Garden | Small Water Impounding Project,8,24512875.16,1,9878827.70,0,0.00,0,0.00,2,20000.00,0,0.00,0,0.00,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
