source_file,sheet,province,district,municipality,year,program,commodity,office_function,tier_1,tier_2,activity,unit,physical_target,budget,length_km,allocation_method,source_note
all_programs_2027.xlsx,HVCDP,Quirino,1,Cabarroguis (Capital),2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Gulayan sa Bayan,6,1.00,150.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Quirino,1,Diffun,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Gulayan sa Bayan,6,1.00,150.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Quirino,1,Maddela,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Gulayan sa Bayan,6,1.00,150.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Quirino,1,Nagtipunan,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Gulayan sa Bayan,6,1.00,150.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Quirino,1,Saguday,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Gulayan sa Bayan,6,1.00,150.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Nueva Vizcaya,1,Dupax del Sur,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Highland Vegetable - Seeds,663.33,221.11,3316.67,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Nueva Vizcaya,1,Kayapa,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Highland Vegetable - Seeds,663.33,221.11,3316.67,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Nueva Vizcaya,1,Santa Fe,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Highland Vegetable - Seeds,663.33,221.11,3316.67,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Nueva Vizcaya,1,Dupax del Sur,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Organic Fertilizer,7200,2400.00,240.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Nueva Vizcaya,1,Kayapa,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Organic Fertilizer,7200,2400.00,240.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Nueva Vizcaya,1,Santa Fe,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Organic Fertilizer,7200,2400.00,240.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Isabela,5,Roxas,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Planting Materials,1000,1000.00,500.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Nueva Vizcaya,1,Dupax del Sur,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",Production Support Services,Technical Support Services,Production Support Services,Planting Materials,1000,1000.00,500.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Isabela,5,Roxas,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Specialized Training (Bamboo),1,1.00,150.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Batanes,LONE,Basco (Capital),2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",HVC Assessment (1st Quarter),1,0.17,333.33,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Batanes,LONE,Itbayat,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",HVC Assessment (1st Quarter),1,0.17,333.33,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Batanes,LONE,Ivana,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",HVC Assessment (1st Quarter),1,0.17,333.33,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Batanes,LONE,Mahatao,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",HVC Assessment (1st Quarter),1,0.17,333.33,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Batanes,LONE,Sabtang,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",HVC Assessment (1st Quarter),1,0.17,333.33,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Batanes,LONE,Uyugan,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",HVC Assessment (1st Quarter),1,0.17,333.33,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Isabela,5,Roxas,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,Screenhouse/Greenhouse,4,4.00,16000.00,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Improving Food Security and Proper Nutrition
all_programs_2027.xlsx,HVCDP,Cagayan,2,Pamplona,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,Nursery,1,1.00,2000.00,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Improving Food Security and Proper Nutrition
all_programs_2027.xlsx,HVCDP,Isabela,1,Tumauini,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,Mungbean Harvester,1,1.00,500.00,,ALL PROGRAMS 2027 municipality split,- Increasing Income for Farmers & Fisherfolk
all_programs_2027.xlsx,HVCDP,Isabela,1,Tumauini,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,Seed Sorter,1,1.00,1000.00,,ALL PROGRAMS 2027 municipality split,- Increasing Income for Farmers & Fisherfolk
all_programs_2027.xlsx,HVCDP,Nueva Vizcaya,1,Aritao,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,Packaging House Facility / Consolidation Shed,3,1.50,6750.00,,ALL PROGRAMS 2027 municipality split,- Improving Food Security and Proper Nutrition
all_programs_2027.xlsx,HVCDP,Nueva Vizcaya,1,Dupax del Sur,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,Packaging House Facility / Consolidation Shed,3,1.50,6750.00,,ALL PROGRAMS 2027 municipality split,- Improving Food Security and Proper Nutrition
all_programs_2027.xlsx,HVCDP,Cagayan,1,Lal-lo,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,ZECC,2,2.00,200.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP,Isabela,5,Roxas,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,Vegetable / Onion Sorter Facility,1,1.00,6000.00,,ALL PROGRAMS 2027 municipality split,- Improving Food Security and Proper Nutrition
all_programs_2027.xlsx,HVCDP,Isabela,5,Quezon,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,Solar-Powered Irrigation System,2,1.00,1400.00,,ALL PROGRAMS 2027 municipality split,- Enhamcing Productivity - Improving Food Security and Proper Nutrition
all_programs_2027.xlsx,HVCDP,Isabela,5,Roxas,2027,High Value Crops,"Legumes, Spices, Vegetable, Bamboo",AMEFIP,Other Functions,AMEFIP,Solar-Powered Irrigation System,2,1.00,1400.00,,ALL PROGRAMS 2027 municipality split,- Enhamcing Productivity - Improving Food Security and Proper Nutrition
all_programs_2027.xlsx,HVCDP Export,Isabela,1,Tumauini,2027,High Value Crops,"UBE, DRAGON FRUIT, OKRA, BANANA","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Establishment of Dragon Fruit Demo Farm,1,1.00,1600.00,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Improving Food Security and Proper Nutrition - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP Export,Cagayan,1,Baggao,2027,High Value Crops,"UBE, DRAGON FRUIT, OKRA, BANANA","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Establishment of Ube Demo Farm,1,1.00,2000.00,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Improving Food Security and Proper Nutrition - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP Export,Isabela,5,Roxas,2027,High Value Crops,"UBE, DRAGON FRUIT, OKRA, BANANA","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Establishment of Okra Demo Farm,1,1.00,15000.00,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Improving Food Security and Proper Nutrition - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP Export,Cagayan,1,Pe?ablanca,2027,High Value Crops,"UBE, DRAGON FRUIT, OKRA, BANANA","Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Establishment of Banana (Cardaba) Demo Farm,1,1.00,3750.00,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Improving Food Security and Proper Nutrition - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Ambaguio,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Organic Fertilizer,18460,3692.00,368.92,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Dupax del Sur,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Organic Fertilizer,18460,3692.00,368.92,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Kasibu,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Organic Fertilizer,18460,3692.00,368.92,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Kayapa,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Organic Fertilizer,18460,3692.00,368.92,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Santa Fe,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Organic Fertilizer,18460,3692.00,368.92,,ALL PROGRAMS 2027 municipality split,- Enhancing productivity - Reduce Import Dependency
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Ambaguio,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Inorganic Fertilizer,7700,1540.00,541.08,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Dupax del Sur,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Inorganic Fertilizer,7700,1540.00,541.08,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Kasibu,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Inorganic Fertilizer,7700,1540.00,541.08,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Kayapa,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Inorganic Fertilizer,7700,1540.00,541.08,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Santa Fe,2027,High Value Crops,COFFEE,Production Support Services,Technical Support Services,Production Support Services,Provision of Inorganic Fertilizer,7700,1540.00,541.08,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP Coffee,Isabela,3,Gamu,2027,High Value Crops,COFFEE,AMEFIP,Other Functions,AMEFIP,Establishment of Nursery,2,1.00,5000.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP Coffee,Isabela,3,Roxas,2027,High Value Crops,COFFEE,AMEFIP,Other Functions,AMEFIP,Establishment of Nursery,2,1.00,5000.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Dupax del Sur,2027,High Value Crops,COFFEE,AMEFIP,Other Functions,AMEFIP,Establishment of Nursery,1,1.00,2000.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,HVCDP Coffee,Nueva Vizcaya,LONE,Kayapa,2027,High Value Crops,COFFEE,AMEFIP,Other Functions,AMEFIP,Provision of Irrigation Tank with Pipes,1,1.00,1400.00,,ALL PROGRAMS 2027 municipality split,
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Gonzaga,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,3,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Santa Ana,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,3,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Santa Teresita,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,3,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Alcala,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Baggao,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Abulug,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,3,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Ballesteros,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,3,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Claveria,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,3,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Pamplona,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Sanchez Mira,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Solana,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Tuguegarao City (Capital),2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Enrile,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Solana,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,1,Mallig,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,3,1.50,4050.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations"
all_programs_2027.xlsx,LIVESTOCK,Isabela,1,San Pablo,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,3,1.50,4050.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations"
all_programs_2027.xlsx,LIVESTOCK,Isabela,2,San Mariano,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,1,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,2,Naguilian,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,1,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,3,Angadanan,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,1,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,3,Cabatuan,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
